XKdXou7,Fri, 26 Jul 2019 14:28:51 GMT,click, idea, 35, emotion, concerned
XKdXou7,Fri, 26 Jul 2019 14:28:59 GMT,click, idea, 23
XKdXou7,Fri, 26 Jul 2019 14:29:05 GMT,click, idea, 4
XKdXou7,Fri, 26 Jul 2019 14:29:07 GMT,click, idea, 4, emotion, happy
XKdXou7,Fri, 26 Jul 2019 14:29:09 GMT,click, idea, 4, emotion, excited
XKdXou7,Fri, 26 Jul 2019 14:29:11 GMT,click, idea, 4, emotion, neutral
XKdXou7,Fri, 26 Jul 2019 14:29:12 GMT,click, idea, 4, emotion, happy
XKdXou7,Fri, 26 Jul 2019 14:29:13 GMT,click, idea, 4, emotion, excited
XKdXou7,Fri, 26 Jul 2019 14:29:14 GMT,click, idea, 4, emotion, happy
XKdXou7,Fri, 26 Jul 2019 14:29:16 GMT,click, idea, 4, emotion, neutral
XKdXou7,Fri, 26 Jul 2019 14:29:18 GMT,click, idea, 4, emotion, excited
XKdXou7,Fri, 26 Jul 2019 14:29:19 GMT,click, idea, 2, emotion, excited
XKdXou7,Fri, 26 Jul 2019 14:29:20 GMT,click, idea, 1, emotion, excited
XKdXou7,Fri, 26 Jul 2019 14:29:23 GMT,click, idea, 1, emotion, angry
XKdXou7,Fri, 26 Jul 2019 14:29:23 GMT,click, idea, 1, emotion, concerned
XKdXou7,Fri, 26 Jul 2019 14:30:35 GMT,click, idea, 1
XKdXou7,Fri, 26 Jul 2019 14:30:40 GMT,click, idea, 10
XKdXou7,Fri, 26 Jul 2019 14:30:42 GMT,click, idea, 4
XKdXou7,Fri, 26 Jul 2019 14:30:43 GMT,click, idea, 3
XKdXou7,Fri, 26 Jul 2019 14:30:43 GMT,click, idea, 2
XKdXou7,Fri, 26 Jul 2019 14:30:44 GMT,click, idea, 1
XKdXou7,Fri, 26 Jul 2019 14:30:45 GMT,click, idea, 4
XKdXou7,Fri, 26 Jul 2019 14:31:40 GMT,click, idea, 14
XKdXou7,Fri, 26 Jul 2019 14:31:42 GMT,click, idea, 4
XKdXou7,Fri, 26 Jul 2019 14:32:28 GMT,click, idea, 14
XKdXou7,Fri, 26 Jul 2019 14:32:32 GMT,click, idea, 22
XKdXou7,Fri, 26 Jul 2019 14:32:35 GMT,click, idea, 26
XKdXou7,Fri, 26 Jul 2019 14:32:38 GMT,click, idea, 3
XKdXou7,Fri, 26 Jul 2019 14:32:41 GMT,click, idea, 3
XKdXou7,Fri, 26 Jul 2019 15:32:07 GMT,click, idea, 3
XKdXou7,Fri, 26 Jul 2019 15:32:08 GMT,click, idea, 4
XKdXou7,Fri, 26 Jul 2019 15:32:14 GMT,click, idea, 1, emotion, excited
XKdXou7,Fri, 26 Jul 2019 15:32:16 GMT,click, idea, 14, emotion, excited
XKdXou7,Fri, 26 Jul 2019 15:32:17 GMT,click, idea, 4, emotion, happy
XKdXou7,Fri, 26 Jul 2019 15:32:19 GMT,click, idea, 4, emotion, happy
XKdXou7,Fri, 26 Jul 2019 15:32:21 GMT,click, idea, 3, emotion, excited
XKdXou7,Fri, 26 Jul 2019 15:32:23 GMT,click, idea, 2, emotion, happy
XKdXou7,Fri, 26 Jul 2019 15:32:24 GMT,click, idea, 2, emotion, excited
XKdXou7,Fri, 26 Jul 2019 15:32:25 GMT,click, idea, 2, emotion, excited
XKdXou7,Fri, 26 Jul 2019 15:32:26 GMT,click, idea, 2, emotion, excited
XKdXou7,Fri, 26 Jul 2019 15:32:26 GMT,click, idea, 2, emotion, excited
XKdXou7,Fri, 26 Jul 2019 15:32:27 GMT,click, idea, 2, emotion, excited
XKdXou7,Fri, 26 Jul 2019 15:32:28 GMT,click, idea, 2, emotion, excited
XKdXou7,Fri, 26 Jul 2019 15:32:29 GMT,click, idea, 2, emotion, excited
XKdXou7,Fri, 26 Jul 2019 15:32:30 GMT,click, idea, 2, emotion, excited
XKdXou7,Fri, 26 Jul 2019 15:32:31 GMT,click, idea, 2, emotion, excited
XKdXou7,Fri, 26 Jul 2019 15:32:32 GMT,click, idea, 2, emotion, excited
XKdXou7,Fri, 02 Aug 2019 14:13:39 GMT,click, idea, 1
XKdXou7,Fri, 02 Aug 2019 14:13:43 GMT,click, idea, 1
XKdXou7,Fri, 02 Aug 2019 15:28:32 GMT,click, idea, 1
XKdXou7,Fri, 02 Aug 2019 15:28:35 GMT,click, idea, 2
XKdXou7,Fri, 02 Aug 2019 15:28:41 GMT,click, idea, 3
XKdXou7,Fri, 02 Aug 2019 15:28:41 GMT,click, idea, 3
XKdXou7,Fri, 02 Aug 2019 15:28:43 GMT,click, idea, 2
XKdXou7,Fri, 02 Aug 2019 15:28:44 GMT,click, idea, 3
XKdXou7,Fri, 02 Aug 2019 15:28:48 GMT,click, idea, 4
XKdXou7,Fri, 02 Aug 2019 15:32:14 GMT,compare, click, idea, 1, emotion, excited
XKdXou7,Fri, 02 Aug 2019 15:32:16 GMT,compare, click, idea, 2, emotion, excited
XKdXou7,Fri, 02 Aug 2019 15:36:32 GMT,click, idea, 1
XKdXou7,Fri, 02 Aug 2019 15:36:52 GMT,click, revision, idea, 1 task, 1 comment1 revision, angry
